2020-11-10,95,30
2020-11-11,95,30
2020-11-13,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-17,95,30
2020-11-19,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2020-11-22,95,30
2021-01-15,94,30
2021-01-15,94,30
2021-01-15,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-22,94,30
2021-01-23,94,30
2021-01-23,94,30
2021-01-23,94,30
